"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"207","WBGene00011991","T24D5.3","Unassigned","Unassigned","Unassigned","T24D5.3 is enriched in the Z1.p, the Z4.a, the gon_male_dtc anterior, the gon_male_dtc posterior, and the male based on RNA-seq studies\; is affected by several genes including sir-2.1, drh-3, and tdp-1 based on tiling array, RNA-seq, and microarray studies\; is affected by Sirolimus based on microarray studies."
"208","WBGene00012170","W01B6.3","Transmembrane transport","Transmembrane transport: major facilitator","Transmembrane transport: major facilitator","W01B6.3 is an ortholog of human MFSD8\; human orthologs of this gene are implicated in neuronal ceroid lipofuscinosis 7\; is predicted to encode a protein with the following domains: Major facilitator superfamily and MFS transporter superfamily."
"209","WBGene00013113","Y51H4A.19","Pseudogene","Pseudogene","Pseudogene","Y51H4A.19 is affected by several genes including daf-16, pgl-1, and glh-1 based on RNA-seq and microarray studies\; is affected by Cadmium based on microarray studies."
"210","WBGene00013171","Y53F4B.25","Unassigned","Unassigned","Unassigned","Y53F4B.25 is enriched in the germline precursor cell, the hypodermis, and the nervous system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including Ethanol, methylmercury hydroxide, and methylmercuric chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DB."
"211","WBGene00013351","Y59A8B.19","Unassigned","Unassigned","Unassigned","Y59A8B.19 is affected by several genes including clk-1, vhl-1, and cyc-1 based on microarray and tiling array studies\; is affected by Quercetin and single-walled carbon nanotube based on microarray studies."
"212","WBGene00014306","F07C6.5","Non-coding RNA","Non-coding RNA: snRNA","Non-coding RNA: snRNA","F07C6.5 is affected by Ethanol based on RNA-seq studies."
"213","WBGene00015312","C01G8.1","Unassigned","Unassigned","Unassigned","C01G8.1 is expressed in the germ line."
"214","WBGene00015340","C02E7.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C02E7.7 is enriched in several tissues, including the germline precursor cell, the hypodermis, the intestine, and the nervous system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and skn-1 based on microarray, RNA-seq, and tiling array studies\; is affected by twenty-one chemicals including methylmercury hydroxide, 1-methylnicotinamide, and nicotinic acid based on RNA-seq and microarray studies."
"215","WBGene00015427","C04E6.13","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C04E6.13 is enriched in the nervous system based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, clk-1, and pgl-1 based on RNA-seq, microarray, and tiling array studies\; is affected by Rotenone and nanoparticle based on RNA-seq and microarray studies."
"216","WBGene00015742","C13F10.2","Unassigned","Unassigned","Unassigned","kxd-1 is an ortholog of human KXD1 (KxDL motif containing 1)\; is predicted to encode a protein with the following domain: Uncharacterised domain KxDL."
"217","WBGene00016013","C23G10.6","Stress response","Stress response: detoxification","Stress response: detoxification: ugt","ugt-66 is an ortholog of human UGT3A1 (UDP glycosyltransferase family 3 member A1) and UGT3A2 (UDP glycosyltransferase family 3 member A2)\; is predicted to have glucuronosyltransferase activity."
"218","WBGene00016110","C25G6.5","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","npr-11 is predicted to have neuropeptide Y receptor activity\; is expressed in the nervous system."
"219","WBGene00016128","C26B2.6","Transcription: general machinery","Transcription: general machinery: RNA Pol II","Transcription: general machinery: RNA Pol II: elongation","elpc-4 is an ortholog of human ELP4 (elongator acetyltransferase complex subunit 4)\; is predicted to have phosphorylase kinase regulator activity\; human orthologs of this gene are implicated in aniridia."
"220","WBGene00016204","C29E4.7","Stress response","Stress response: unassigned","Stress response: unassigned","gsto-1 is an ortholog of human GSTO1 (glutathione S-transferase omega 1) and GSTO2 (glutathione S-transferase omega 2)\; exhibits glutathione dehydrogenase (ascorbate) activity and glutathione transferase activity\; is involved in several processes, including cellular response to extracellular stimulus, oxidation-reduction process, and protein glutathionylation."
"221","WBGene00016242","C30A5.10","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","C30A5.10 is predicted to have G protein-coupled receptor activity."
"222","WBGene00016246","C30B5.5","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","daf-37 exhibits ascr#2 binding activity, protein heterodimerization activity, and protein homodimerization activity\; is involved in G protein-coupled receptor signaling pathway involved in dauer larval development and G protein-coupled receptor signaling pathway involved in social behavior\; localizes to the non-motile cilium\; is expressed in several tissues, including the head."
"223","WBGene00016262","C30F12.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C30F12.3 is an ortholog of human LAPTM4A, LAPTM4B, and LAPTM5\; human LAPTM4B exhibits ceramide binding activity, enzyme binding activity, and phosphatidylinositol bisphosphate binding activity."
"224","WBGene00016635","C44B11.6","Unassigned","Unassigned","Unassigned","C44B11.6 is enriched in several tissues, including the body wall muscle cell, the hypodermis, the intestine, and the nervous system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-12, and pgl-1 based on tiling array, microarray, and RNA-seq studies\; is affected by D-glucose based on RNA-seq studies."
"225","WBGene00016796","C50A2.2","Unassigned","Unassigned","Unassigned","cec-2 is enriched in several tissues, including the Z1.p, the Z4.a, the nervous system, the reproductive system, and the somatic gonad precursor based on RNA-seq studies\; is affected by several genes including daf-12, hsf-1, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including Alovudine, stavudine, and Zidovudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Chromo\/chromo shadow domain and Chromo-like domain superfamily."
"226","WBGene00017054","D2024.7","Stress response","Stress response: detoxification","Stress response: detoxification: GST","gstk-2 is an ortholog of human GSTK1 (glutathione S-transferase kappa 1)\; is predicted to have glutathione transferase activity and protein disulfide oxidoreductase activity\; localizes to the mitochondrion\; is expressed in the body wall musculature, the intestine, and the pharynx."
"227","WBGene00017371","F10G7.7","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sre","sre-39 is affected by several genes including clk-1, sir-2.1, and csr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by methylmercuric chloride and resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class e (Sre)."
"228","WBGene00017524","F16G10.9","Unassigned","Unassigned","Unassigned","F16G10.9 is enriched in the hypodermis based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on tiling array, microarray, and RNA-seq studies\; is affected by methylmercuric chloride, tetrabromobisphenol A, and adsorbable organic bromine compound based on microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"229","WBGene00017560","F18C5.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F18C5.5 is enriched in the OLL, the PVD, the germline precursor cell, and the hypodermis based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, daf-12, and lin-4 based on microarray, tiling array, and RNA-seq studies\; is affected by thirteen chemicals including methylmercury hydroxide, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"230","WBGene00017611","F19G12.3","Unassigned","Unassigned","Unassigned","F19G12.3 is enriched in the coelomocyte and the pharynx based on microarray and tiling array studies\; is affected by several genes including daf-16, pgl-1, and daf-19 based on microarray and RNA-seq studies\; is affected by Lithium Chloride and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domains: PAZ domain and PAZ domain superfamily."
"231","WBGene00017853","F27C1.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F27C1.3 is enriched in the amphid sheath cell, the germ line, and the male based on proteomic and RNA-seq studies\; is affected by several genes including age-1, daf-12, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Ethanol, methylmercuric chloride, and resveratrol based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: DUF236 repeat."
"232","WBGene00017877","F28A10.9","Pseudogene","Pseudogene","Pseudogene","F28A10.9 is an ortholog of human FKTN."
"233","WBGene00017962","F31F4.15","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-72 is enriched in several tissues, including the Z1.p, the Z4.a, the hypodermis, the male distal tip cell, and the somatic gonad precursor based on tiling array, RNA-seq, proteomic, and microarray studies\; is affected by several genes including daf-2, daf-12, and eat-2 based on microarray and RNA-seq studies\; is affected by eleven chemicals including Tunicamycin, sodium arsenite, and indole based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"234","WBGene00017973","F32A6.2","Cilia","Cilia: IFT","Cilia: IFT-B","ift-81 is an ortholog of human IFT81 (intraflagellar transport 81)\; is predicted to have tubulin binding activity\; is involved in several processes, including chemotaxis, detection of stimulus involved in sensory perception, and growth\; localizes to the non-motile cilium\; colocalizes with the intraciliary transport particle B\; is expressed in the head, the nervous system, and the sensillum."
"235","WBGene00018057","F35F10.7","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","F35F10.7 is an ortholog of human PGPEP1 and PGPEP1L\; is predicted to encode a protein with the following domains: Putative pyroglutamyl peptidase 1, Peptidase C15, pyroglutamyl peptidase I-like, and Peptidase C15, pyroglutamyl peptidase I-like superfamily."
"236","WBGene00018377","F43C9.3","Cytoskeleton","Cytoskeleton: motor protein","Cytoskeleton: motor protein: unassigned","hum-10 is predicted to have ATP binding activity and motor activity."
"237","WBGene00018472","F45E4.7","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","nep-16 is predicted to have metalloendopeptidase activity."
"238","WBGene00018474","F45E12.1","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","cnep-1 is an ortholog of human CTDNEP1 (CTD nuclear envelope phosphatase 1)\; is predicted to have protein serine\/threonine phosphatase activity\; is involved in regulation of nuclear division\; localizes to the nuclear envelope\; is expressed in the intestine and the pharynx."
"239","WBGene00018618","F48G7.7","Unassigned","Unassigned","Unassigned","F48G7.7 is affected by several genes including daf-16, clk-1, and sir-2.1 based on tiling array, microarray, and RNA-seq studies\; is affected by single-walled carbon nanotube, adsorbable organic bromine compound, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: ShKT domain."
"240","WBGene00019183","H10E21.2","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","npr-30 is predicted to have G protein-coupled receptor activity."
"241","WBGene00019385","K04F1.6","Pseudogene","Pseudogene","Pseudogene","irld-41 is affected by eat-2 based on microarray studies."
"242","WBGene00019386","K04F1.7","Unassigned","Unassigned","Unassigned: receptor L domain","irld-42 is affected by several genes including clk-1, elt-2, and drh-3 based on microarray and RNA-seq studies\; is affected by Cadmium and allantoin based on microarray studies\; is predicted to encode a protein with the following domain: Receptor L-domain."
"243","WBGene00019808","R01B10.6","Metabolism","Metabolism: lipid","Metabolism: lipid: unassigned","R01B10.6 is an ortholog of human BSCL2\; is predicted to encode a protein with the following domain: Seipin family."
"244","WBGene00019948","R08C7.4","Unassigned","Unassigned","Unassigned: Glycosyltransferase family A ","R08C7.4 is enriched in the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on tiling array, microarray, and RNA-seq studies\; is affected by seven chemicals including methylmercuric chloride, Tunicamycin, and stavudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Glycosyltransferase family 92."
"245","WBGene00020252","T05C1.5","Unassigned","Unassigned","Unassigned","T05C1.5 is affected by several genes including daf-16, daf-2, and drh-3 based on microarray and RNA-seq studies\; is affected by indole and Colistin based on microarray studies\; is predicted to encode a protein with the following domain: ShKT domain."
"246","WBGene00020262","T05E8.1","Pseudogene","Pseudogene","Pseudogene","ferl-1 is an ortholog of human FER1L6 (fer-1 like 6) and OTOF (otoferlin)\; is predicted to encode a protein with the following domains: Peroxin\/Ferlin domain, Ferlin A-domain, Ferlin B-domain, and Ferlin  family."
"247","WBGene00020479","T13C2.3","Unassigned","Unassigned","Unassigned","T13C2.3 is enriched in GABAergic neurons, the male, and the muscle cell based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including stavudine, Zidovudine, and Chlorpyrifos based on RNA-seq and microarray studies."
"248","WBGene00020791","T25B6.5","Unassigned","Unassigned","Unassigned","T25B6.5 is enriched in GABAergic neurons and the body wall musculature based on tiling array and microarray studies\; is affected by several genes including elt-2, sir-2.1, and npr-1 based on RNA-seq, tiling array, and microarray studies\; is affected by Tunicamycin and Sodium Chloride based on microarray and RNA-seq studies."
"249","WBGene00021187","Y9D1A.2","Pseudogene","Pseudogene","Pseudogene","Y9D1A.2 is enriched in the OLL and the PVD based on microarray studies\; is affected by several genes including daf-16, sir-2.1, and lin-35 based on microarray and RNA-seq studies\; is affected by D-glucose and Chlorpyrifos based on RNA-seq and microarray studies."
"250","WBGene00021221","Y19D10A.6","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","Y19D10A.6 is predicted to have metalloendopeptidase activity and zinc ion binding activity."
"251","WBGene00021249","Y22D7AL.11","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","Y22D7AL.11 is an ortholog of human FKTN\; human orthologs of this gene are implicated in dilated cardiomyopathy 1X and muscular dystrophy (multiple)\; is predicted to encode a protein with the following domain: Fukutin-related."
"252","WBGene00021718","Y49F6B.6","Unassigned","Unassigned","Unassigned","Y49F6B.6 is enriched in the male based on RNA-seq studies\; is affected by several genes including sir-2.1, cyc-1, and emb-4 based on microarray and RNA-seq studies\; is affected by Alovudine, stavudine, and Atrazine based on RNA-seq and microarray studies."
"253","WBGene00021911","Y55B1BR.1","Unassigned","Unassigned","Unassigned","Y55B1BR.1 is affected by several genes including pgl-1, glh-1, and met-2 based on microarray and RNA-seq studies\; is affected by Tunicamycin based on microarray studies."
"254","WBGene00021977","Y58A7A.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y58A7A.3 is enriched in several tissues, including the epithelial system, the intestine, the nervous system, and the somatic gonad precursor based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by sixteen chemicals including Ethanol, 1-methylnicotinamide, and methylmercuric chloride based on RNA-seq and microarray studies."
"255","WBGene00022018","Y61A9LA.7","Unassigned","Unassigned","Unassigned","Y61A9LA.7 is enriched in the coelomocyte based on tiling array studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on RNA-seq and microarray studies\; is affected by four chemicals including Mianserin, Alovudine, and resveratrol based on RNA-seq and microarray studies."
"256","WBGene00022072","Y67D8C.8","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","cpg-9 is enriched in the muscle cell based on tiling array and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by fourteen chemicals including Rotenone, Tunicamycin, and D-glucopyranose based on RNA-seq and microarray studies."
"257","WBGene00022487","Y119D3B.9","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-21 is enriched in the OLL, the PVD, and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, let-60, and clk-1 based on microarray and RNA-seq studies\; is affected by five chemicals including 1-methylnicotinamide, Rotenone, and Zidovudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"258","WBGene00022679","ZK180.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ZK180.5 is enriched in several tissues, including the DA neuron, the alimentary system, the hypodermis, and the somatic gonad precursor based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and age-1 based on microarray, quantitative PCR, tiling array, proteomic, and RNA-seq studies\; is affected by twenty chemicals including hydrogen sulfide, 1-methylnicotinamide, and nicotinic acid based on microarray and RNA-seq studies."
"259","WBGene00022711","ZK355.1","Unassigned","Unassigned","Unassigned: receptor L domain","irld-63 is affected by drh-3, sir-2.1, and let-60 based on RNA-seq and microarray studies\; is affected by fluoranthene based on microarray studies\; is predicted to encode a protein with the following domain: Receptor L-domain."
"260","WBGene00044113","C54F6.15","Unassigned","Unassigned","Unassigned","C54F6.15 is enriched in dopaminergic neurons and the germ line based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, clk-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by indole based on microarray studies."
"261","WBGene00044429","T07H3.7","Unassigned","Unassigned","Unassigned","T07H3.7 is enriched in the DA neuron, the NSM, the VA neuron, and the intestine based on tiling array studies\; is affected by rsr-2, clk-1, and dpy-21 based on tiling array, microarray, and RNA-seq studies."
"262","WBGene00044564","ZK813.6","Proteolysis general","Proteolysis general: inhibitor","Proteolysis general: inhibitor: serine","ZK813.6 is an ortholog of human SPINK5 (serine peptidase inhibitor, Kazal type 5) and SPINK6 (serine peptidase inhibitor, Kazal type 6)\; human SPINK5 exhibits serine-type endopeptidase inhibitor activity."
"263","WBGene00045459","Y59A8B.26","Unassigned","Unassigned","Unassigned","Y59A8B.26 is enriched in the muscle cell based on microarray studies\; is affected by dpy-21 based on RNA-seq studies\; is affected by adsorbable organic bromine compound, Sirolimus, and allantoin based on microarray studies."
"264","WBGene00045759",NA,NA,NA,NA,NA
"265","WBGene00045786",NA,NA,NA,NA,NA
"266","WBGene00077696","F58E6.12","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","marc-1 is predicted to have ubiquitin-protein transferase activity."
"267","WBGene00086565","W06G6.17","Unassigned","Unassigned","Unassigned","W06G6.17 is affected by several genes including daf-16, daf-2, and daf-12 based on RNA-seq studies."
"268","WBGene00165279",NA,NA,NA,NA,NA
"269","WBGene00195291","T06F4.4","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","N.A."
"270","WBGene00206478","M6.11","Extracellular material","Extracellular material: galectin","Extracellular material: galectin","M6.11 is an ortholog of human LGALSL, GRIFIN, and LGALS3\; is predicted to have carbohydrate binding activity."
"271","WBGene00219412","ZK381.62","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","ZK381.62 is affected by daf-12, daf-16, and cox-5B based on RNA-seq studies\; is affected by Zidovudine based on RNA-seq studies."
"272","WBGene00219447","C06H5.14","Unassigned","Unassigned","Unassigned","C06H5.14 is affected by daf-2 based on RNA-seq studies\; is affected by Mianserin and Zidovudine based on RNA-seq studies."
"273","WBGene00219635","Y116F11B.25","Non-coding RNA","Non-coding RNA: linc","Non-coding RNA: linc","N.A."
"274","WBGene00219652","C18G1.10","Non-coding RNA","Non-coding RNA: linc","Non-coding RNA: linc","N.A."
"275","WBGene00219784","B0348.8","Non-coding RNA","Non-coding RNA: snoRNA","Non-coding RNA: snoRNA","N.A."
"276","WBGene00219862","C52G5.13","Non-coding RNA","Non-coding RNA: snoRNA","Non-coding RNA: snoRNA","N.A."
"277","WBGene00219863","C54G4.16","Non-coding RNA","Non-coding RNA: snoRNA","Non-coding RNA: snoRNA","N.A."
"278","WBGene00235092","C54F6.17","Unassigned","Unassigned","Unassigned","C54F6.17 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including let-60, spg-7, and tdp-1 based on RNA-seq and microarray studies\; is affected by four chemicals including Sodium Chloride, single-walled carbon nanotube, and dafa#1 based on RNA-seq and microarray studies."
"279","WBGene00235118","K04A8.18","Unassigned","Unassigned","Unassigned","K04A8.18 is enriched in the nervous system based on RNA-seq studies\; is affected by adsorbable organic bromine compound and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domains: Saposin B type domain and Saposin-like."
"280","WBGene00235324","F10G2.10","Unassigned","Unassigned","Unassigned","F10G2.10 is affected by sir-2.1 based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF19."
"281","WBGene00271651","F19B10.14","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","N.A."
"282","WBGene00271815","K04A8.21","Unassigned","Unassigned","Unassigned","K04A8.21 is affected by several genes including let-60, lin-35, and ash-2 based on microarray studies\; is affected by nine chemicals including Cry5B, Quercetin, and Humic Substances based on microarray studies\; is predicted to encode a protein with the following domains: Saposin B type domain and Saposin-like."
