"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"712","WBGene00017225","F07G6.6","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-52 is enriched in the hypodermis and the intestine based on tiling array studies\; is affected by several genes including lin-35, dpy-7, and pgl-1 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercury hydroxide, resveratrol, and Cadmium based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"713","WBGene00017227","F07G6.8","Unassigned","Unassigned","Unassigned","F07G6.8 is enriched in the NSM and the male based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including sir-2.1, drh-3, and mir-35 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including methylmercuric chloride, Atrazine, and Colistin based on microarray studies."
"714","WBGene00017228","F07G11.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F07G11.1 is affected by several genes including daf-16, daf-12, and clk-1 based on RNA-seq and microarray studies\; is affected by four chemicals including methylmercuric chloride, multi-walled carbon nanotube, and single-walled carbon nanotube based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Methyltransferase FkbM."
"715","WBGene00017308","F09F9.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F09F9.3 is enriched in the AFD and the intestine based on RNA-seq studies\; is affected by several genes including sir-2.1, npr-1, and dcr-1 based on tiling array, microarray, and RNA-seq studies\; is affected by five chemicals including Rotenone, Tunicamycin, and Cry5B based on RNA-seq and microarray studies."
"716","WBGene00017341","F10D7.4","Unassigned","Unassigned","Unassigned","F10D7.4 is enriched in the arcade cell and the pharyngeal-intestinal valve cell based on RNA-seq studies\; is affected by several genes including daf-16, age-1, and pgl-1 based on microarray, tiling array, and RNA-seq studies."
"717","WBGene00017371","F10G7.7","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sre","sre-39 is affected by several genes including clk-1, sir-2.1, and csr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by methylmercuric chloride and resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class e (Sre)."
"718","WBGene00017384","F11G11.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F11G11.4 is enriched in the germ line, the hypodermis, and the male based on RNA-seq studies\; is affected by several genes including age-1, daf-12, and dpy-10 based on microarray and RNA-seq studies\; is affected by eight chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"719","WBGene00017387","F11G11.9","Metabolism","Metabolism: unassigned","Metabolism: unassigned","mpst-4 is an ortholog of human MPST and tst\; is predicted to have thiosulfate sulfurtransferase activity."
"720","WBGene00017401","F12D9.2","Unassigned","Unassigned","Unassigned","F12D9.2 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including pgl-1, glh-1, and pgl-3 based on microarray and RNA-seq studies\; is affected by Cholestanol, Atrazine, and Sirolimus based on microarray studies."
"721","WBGene00017404","F12E12.3","Pseudogene","Pseudogene","Pseudogene","F12E12.3 is affected by several genes including sir-2.1, rde-4, and hpl-2 based on RNA-seq and microarray studies\; is affected by nanoparticle, adsorbable organic bromine compound, and allantoin based on microarray studies."
"722","WBGene00017407","F12E12.6","Unassigned","Unassigned","Unassigned","F12E12.6 is enriched in the Z1.p, the Z4.a, the body wall muscle cell, the gon_male_dtc anterior, and the gon_male_dtc posterior based on tiling array and RNA-seq studies\; is affected by several genes including sir-2.1, pgl-1, and sma-4 based on tiling array, RNA-seq, and microarray studies\; is affected by Rotenone and stavudine based on RNA-seq studies."
"723","WBGene00017412","F13A2.3","Unassigned","Unassigned","Unassigned","F13A2.3 is affected by several genes including eri-1, hpl-2, and mut-2 based on microarray and tiling array studies\; is affected by Cadmium based on microarray studies."
"724","WBGene00017413","F13A2.4","Unassigned","Unassigned","Unassigned","F13A2.4 is expressed in tail neurons, the intestine, and the pharynx."
"725","WBGene00017414","F13A2.5","Unassigned","Unassigned","Unassigned","F13A2.5 is enriched in the Z1.p, the Z4.a, the male, the male distal tip cell, and the somatic gonad precursor based on RNA-seq studies\; is affected by several genes including sir-2.1, hpl-2, and drh-3 based on microarray, tiling array, and RNA-seq studies\; is affected by Cholestanol and dafa#1 based on microarray studies."
"726","WBGene00017455","F14D2.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F14D2.7 is enriched in the germ line, the male, and the nervous system based on proteomic, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, clk-1, and sma-2 based on microarray and RNA-seq studies\; is affected by nicotinic acid, Rotenone, and Zidovudine based on RNA-seq studies."
"727","WBGene00017517","F16G10.2","Unassigned","Unassigned","Unassigned","F16G10.2 is enriched in the male based on RNA-seq studies\; is affected by several genes including elt-2, hpl-2, and drh-3 based on tiling array and RNA-seq studies\; is affected by Chlorpyrifos and allantoin based on microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"728","WBGene00017519","F16G10.4","Unassigned","Unassigned","Unassigned: membrane spanning domain","hpo-25 is enriched in the germ line and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including clk-1, sir-2.1, and cyc-1 based on microarray, tiling array, and RNA-seq studies\; is affected by Tunicamycin, sodium arsenite, and allantoin based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"729","WBGene00017521","F16G10.6","Unassigned","Unassigned","Unassigned","F16G10.6 is enriched in the NSM, the intestine, and the male based on tiling array and RNA-seq studies\; is affected by several genes including elt-2, sir-2.1, and rrf-1 based on tiling array, RNA-seq, and microarray studies\; is affected by dafa#1 based on microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"730","WBGene00017522","F16G10.7","Unassigned","Unassigned","Unassigned","F16G10.7 is enriched in the NSM based on tiling array studies\; is affected by several genes including let-60, clk-1, and elt-2 based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"731","WBGene00017533","F17A9.1","Pseudogene","Pseudogene","Pseudogene","fbxa-178 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including hsf-1, aak-2, and isp-1 based on microarray and RNA-seq studies\; is affected by four chemicals including Rotenone, paraquat, and Colistin based on RNA-seq and microarray studies."
"732","WBGene00017562","F18C5.9","Unassigned","Unassigned","Unassigned","F18C5.9 is affected by several genes including skn-1, daf-12, and dpy-7 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including methylmercuric chloride, stavudine, and Zidovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DB."
"733","WBGene00017564","F18E3.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srxa","srxa-4 is affected by several genes including daf-16, lin-4, and lin-14 based on microarray studies\; is affected by adsorbable organic bromine compound based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class xa (Srxa)."
"734","WBGene00017566","F18E3.10","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","F18E3.10 is affected by several genes including sir-2.1, hpl-2, and ain-1 based on tiling array and microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class h (Srh)."
"735","WBGene00017573","F18E9.7","Unassigned","Unassigned","Unassigned","F18E9.7 is enriched in the germ line and the male based on proteomic, RNA-seq, and microarray studies\; is affected by several genes including sir-2.1, sma-2, and sma-4 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including Alovudine, stavudine, and resveratrol based on RNA-seq and microarray studies."
"736","WBGene00017585","F19B10.3","Unassigned","Unassigned","Unassigned","F19B10.3 is affected by rsr-2, sir-2.1, and eat-2 based on tiling array and microarray studies\; is affected by Atrazine and Sirolimus based on microarray studies."
"737","WBGene00017593","F19C7.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F19C7.3 is enriched in the germ line and the muscle cell based on RNA-seq and microarray studies\; is affected by several genes including daf-2, hpl-2, and cye-1 based on tiling array, microarray, and RNA-seq studies\; is affected by six chemicals including D-glucose, Alovudine, and Humic Substances based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"738","WBGene00017630","F20B6.6","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","F20B6.6 is predicted to have protein tyrosine phosphatase activity."
"739","WBGene00017633","F20D6.1","Unassigned","Unassigned","Unassigned","F20D6.1 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including daf-2, eat-2, and npr-1 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, Hydrolyzable Tannins, and paraquat based on microarray studies\; is predicted to encode a protein with the following domain: PDZ superfamily."
"740","WBGene00017713","F22E5.20","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","F22E5.20 is enriched in GABAergic neurons, the hypodermis, the intestine, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including pgl-1, alg-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by hydrogen sulfide and Mianserin based on microarray and RNA-seq studies."
"741","WBGene00017743","F23F1.2","Unassigned","Unassigned","Unassigned","F23F1.2 is predicted to have calcium ion binding activity."
"742","WBGene00017808","F26A1.10","Unassigned","Unassigned","Unassigned","nspd-9 is expressed in the head, the intestine, and the nervous system\; is predicted to encode a protein with the following domain: Protein of unknown function DUF780, Caenorhabditis species."
"743","WBGene00017809","F26A1.11","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-156 is predicted to have carbohydrate binding activity."
"744","WBGene00017819","F26D11.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F26D11.2 is enriched in the intestine based on microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by nine chemicals including methylmercury hydroxide, methylmercuric chloride, and Tunicamycin based on RNA-seq and microarray studies."
"745","WBGene00017845","F26G5.10","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srsx","srsx-9 is predicted to have G protein-coupled receptor activity\; is expressed in the nervous system."
"746","WBGene00017870","F28A10.2","Pseudogene","Pseudogene","Pseudogene","F28A10.2 is enriched in the male based on RNA-seq studies\; is affected by rsr-2 based on tiling array studies\; is affected by multi-walled carbon nanotube and Sirolimus based on RNA-seq and microarray studies."
"747","WBGene00017871","F28A10.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F28A10.3 is affected by several genes including rrf-3, eat-2, and ubc-9 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, multi-walled carbon nanotube, and D-glucose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Tight junction protein, claudin-like."
"748","WBGene00017877","F28A10.9","Pseudogene","Pseudogene","Pseudogene","F28A10.9 is an ortholog of human FKTN."
"749","WBGene00017910","F28H1.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F28H1.5 is enriched in the AFD, the germ line, and the male based on RNA-seq studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including tryptophan, methylmercuric chloride, and D-glucose based on microarray and RNA-seq studies."
"750","WBGene00017917","F29A7.7","Pseudogene","Pseudogene","Pseudogene","clec-120 is affected by sir-2.1 based on microarray studies\; is affected by Mercuric Chloride and allantoin based on microarray studies."
"751","WBGene00017918","F29A7.8","Unassigned","Unassigned","Unassigned","F29A7.8 is affected by cyc-1, clk-1, and drh-3 based on microarray and RNA-seq studies\; is affected by resveratrol, Chlorpyrifos, and Diazinon based on microarray studies\; is predicted to encode a protein with the following domains: PAN-3 domain, C-type lectin-like\/link domain superfamily, and C-type lectin fold."
"752","WBGene00017935","F30B5.6","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-70 is affected by rpn-10, ain-1, and ahr-1 based on RNA-seq and microarray studies\; is affected by Acrylamide based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"753","WBGene00017941","F31A9.2","Non-coding RNA","Non-coding RNA: linc","Non-coding RNA: linc","F31A9.2 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including pgl-1, bar-1, and csr-1 based on microarray and RNA-seq studies\; is affected by hydrogen sulfide and Tunicamycin based on microarray studies."
"754","WBGene00018000","F33D11.1","Cytoskeleton","Cytoskeleton: paxillin","Cytoskeleton: paxillin","F33D11.1 is an ortholog of human PXN (paxillin), LPXN (leupaxin), and LMO4 (LIM domain only 4)\; is predicted to have metal ion binding activity."
"755","WBGene00018003","F33D11.6","Unassigned","Unassigned","Unassigned","F33D11.6 is enriched in the germ line and the male based on RNA-seq studies\; is affected by mir-34 and sir-2.1 based on microarray studies\; is affected by four chemicals including multi-walled carbon nanotube, Atrazine, and Cadmium based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF5382."
"756","WBGene00018021","F34D6.1","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","F34D6.1 is enriched in the DA neuron, the I5 neuron, the NSM, the SAB, and the retrovesicular ganglion based on tiling array and microarray studies\; is affected by several genes including sma-4, mut-2, and drh-3 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including methylmercuric chloride, Mercuric Chloride, and Rotenone based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"757","WBGene00018066","F35F11.3","Pseudogene","Pseudogene","Pseudogene","F35F11.3 is affected by several genes including pgl-1, glh-1, and pgl-3 based on tiling array and RNA-seq studies."
"758","WBGene00018082","F36A4.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F36A4.3 is enriched in the NSM and the male based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, dpy-10, and hsf-1 based on tiling array, microarray, and RNA-seq studies\; is affected by nine chemicals including methylmercuric chloride, D-glucose, and Heme based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF870, Caenorhabditis species."
"759","WBGene00018083","F36A4.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F36A4.4 is enriched in dopaminergic neurons and the male based on tiling array and RNA-seq studies\; is affected by several genes including lin-4, lin-14, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by twelve chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF870, Caenorhabditis species."
"760","WBGene00018093","F36F12.2","Unassigned","Unassigned","Unassigned: Glycosyltransferase family A ","F36F12.2 is enriched in the body wall musculature based on microarray studies\; is affected by several genes including sir-2.1, lin-35, and isp-1 based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Glycosyltransferase family 92."
"761","WBGene00018098","F36F12.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F36F12.7 is enriched in the male and the seam cell based on RNA-seq studies\; is affected by several genes including age-1, dpy-10, and eat-2 based on microarray and RNA-seq studies\; is affected by six chemicals including methylmercuric chloride, D-glucose, and Atrazine based on microarray and RNA-seq studies."
"762","WBGene00018107","F36H5.9","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","F36H5.9 is affected by several genes including clk-1, hpl-2, and rrf-2 based on tiling array and microarray studies\; is affected by dafa#1 based on microarray studies\; is predicted to encode a protein with the following domain: F-box domain."
"763","WBGene00018108","F36H5.10","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F36H5.10 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on microarray and RNA-seq studies\; is affected by five chemicals including hydrogen sulfide, Alovudine, and Zidovudine based on microarray and RNA-seq studies."
"764","WBGene00018109","F36H5.11","Pseudogene","Pseudogene","Pseudogene","fbxb-12 is affected by several genes including pgl-1, glh-1, and hpl-2 based on proteomic, microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including multi-walled carbon nanotube, indole, and stavudine based on RNA-seq and microarray studies."
"765","WBGene00018125","F36H12.11","Pseudogene","Pseudogene","Pseudogene","rmd-4 is an ortholog of human RMDN2 and RMDN3."
"766","WBGene00018127","F36H12.14","Pseudogene","Pseudogene","Pseudogene","F36H12.14 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including let-60, dpy-10, and eat-2 based on microarray and RNA-seq studies\; is affected by nine chemicals including tryptophan, methylmercuric chloride, and Tunicamycin based on microarray and RNA-seq studies."
"767","WBGene00018135","F37A4.5","Proteolysis proteasome","Proteolysis proteasome: 19S","Proteolysis proteasome: 19S","F37A4.5 is an ortholog of human PSMD14 (proteasome 26S subunit, non-ATPase 14)\; is predicted to have metal ion binding activity and metallopeptidase activity."
"768","WBGene00018143","F37C4.3","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-23 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"769","WBGene00018178","F38E1.3","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase","F38E1.3 is an ortholog of human CTD-2116N17.1, TTBK1 (tau tubulin kinase 1), and TTBK2\; is predicted to have ATP binding activity and protein kinase activity."
"770","WBGene00018180","F38E1.8","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srsx","srsx-22 is predicted to have G protein-coupled receptor activity."
"771","WBGene00018211","F39G3.6","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-24 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"772","WBGene00018231","F40E3.3","Unassigned","Unassigned","Unassigned","F40E3.3 is enriched in the body wall muscle cell and the hypodermis based on tiling array studies\; is affected by mir-34 based on microarray studies\; is affected by aldicarb based on microarray studies."
"773","WBGene00018243","F40G9.7","Unassigned","Unassigned","Unassigned","F40G9.7 is enriched in the male based on RNA-seq and microarray studies\; is affected by several genes including sir-2.1, sma-2, and sma-4 based on microarray and RNA-seq studies\; is affected by Alovudine and stavudine based on RNA-seq studies."
"774","WBGene00018322","F41H10.12","Unassigned","Unassigned","Unassigned","F41H10.12 is enriched in the PLM based on RNA-seq studies\; is affected by Cholestanol, resveratrol, and dafa#1 based on microarray studies."
"775","WBGene00018324","F42A6.2","Unassigned","Unassigned","Unassigned","F42A6.2 is enriched in the male based on RNA-seq studies\; is affected by several genes including let-60, clk-1, and sma-2 based on microarray and RNA-seq studies\; is affected by five chemicals including Alovudine, Zidovudine, and adsorbable organic bromine compound based on RNA-seq and microarray studies."
"776","WBGene00018329","F42A6.8","Pseudogene","Pseudogene","Pseudogene","fbxa-130 is affected by several genes including let-60, clk-1, and sir-2.1 based on tiling array and microarray studies\; is affected by Atrazine and adsorbable organic bromine compound based on microarray studies."
"777","WBGene00018332","F42A9.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F42A9.3 is enriched in the amphid sheath cell and the male based on RNA-seq studies\; is affected by several genes including age-1, dpy-10, and hsf-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"778","WBGene00018336","F42A9.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F42A9.7 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including age-1, hsf-1, and eat-2 based on microarray, RNA-seq, and tiling array studies\; is affected by thirteen chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"779","WBGene00018388","F43C11.11","Unassigned","Unassigned","Unassigned","F43C11.11 is affected by several genes including pgl-1, alg-1, and daf-19 based on tiling array, RNA-seq, and microarray studies\; is affected by Acrylamide based on microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"780","WBGene00018389","F43C11.12","Unassigned","Unassigned","Unassigned","F43C11.12 is enriched in the AVE, the NSM, and the male based on tiling array and RNA-seq studies\; is affected by several genes including sma-2, sma-4, and ain-1 based on tiling array, RNA-seq, and microarray studies\; is affected by Zidovudine, dafa#1, and adsorbable organic bromine compound based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"781","WBGene00018433","F45C12.2","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-82 is predicted to have DNA binding activity\; is expressed in the anal region, the head, the nervous system, the pharynx, and the tail."
"782","WBGene00018434","F45C12.3","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-81 is predicted to have DNA binding activity\; is expressed in several tissues, including the alimentary system, the head, and the nervous system."
"783","WBGene00018438","F45C12.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","btb-6 is enriched in the BAG, the germ line, the hypodermis, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including hydrogen sulfide, Rotenone, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: BTB\/POZ domain and SKP1\/BTB\/POZ domain superfamily."
"784","WBGene00018443","F45C12.12","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","btb-7 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including daf-2, glp-1, and skn-1 based on RNA-seq and microarray studies\; is affected by six chemicals including Rotenone, stavudine, and Zidovudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: BTB\/POZ domain and SKP1\/BTB\/POZ domain superfamily."
"785","WBGene00018444","F45C12.13","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-48 is affected by several genes including lin-4, lin-14, and clk-1 based on microarray, tiling array, and RNA-seq studies\; is affected by hydrogen sulfide, methylmercuric chloride, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"786","WBGene00018445","F45C12.14","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-5 is affected by several genes including drh-3, let-418, and chd-3 based on tiling array and RNA-seq studies\; is affected by Alovudine and adsorbable organic bromine compound based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain and F-box associated domain, type 2."
"787","WBGene00018446","F45C12.15","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-83 is predicted to have DNA binding activity\; is expressed in the hypodermis, the intestine, and the vulva."
"788","WBGene00018458","F45D11.13","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-30 is affected by several genes including drh-3, cyc-1, and ubc-9 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, multi-walled carbon nanotube, and bisphenol S based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"789","WBGene00018474","F45E12.1","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","cnep-1 is an ortholog of human CTDNEP1 (CTD nuclear envelope phosphatase 1)\; is predicted to have protein serine\/threonine phosphatase activity\; is involved in regulation of nuclear division\; localizes to the nuclear envelope\; is expressed in the intestine and the pharynx."
"790","WBGene00018494","F46F5.2","Pseudogene","Pseudogene","Pseudogene","F46F5.2 is enriched in the male based on RNA-seq studies\; is affected by rsr-2, nhr-8, and sir-2.1 based on tiling array and microarray studies\; is affected by Atrazine and allantoin based on microarray studies."
"791","WBGene00018496","F46F5.5","Proteolysis general","Proteolysis general: serine","Proteolysis general: serine","F46F5.5 is an ortholog of human LONP2 (lon peptidase 2, peroxisomal)\; is predicted to have ATP binding activity, ATP-dependent peptidase activity, and serine-type endopeptidase activity."
"792","WBGene00018503","F46F5.12","Pseudogene","Pseudogene","Pseudogene","F46F5.12 is affected by hpl-2, rsr-2, and ain-1 based on tiling array and microarray studies\; is affected by resveratrol and Sirolimus based on microarray studies."
"793","WBGene00018505","F46F5.14","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F46F5.14 is enriched in the NSM and the male based on tiling array and RNA-seq studies\; is affected by several genes including sir-2.1, npr-1, and mir-71 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, D-glucose, and paraquat based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF273."
"794","WBGene00018525","F47B3.1","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","F47B3.1 is predicted to have protein tyrosine phosphatase activity."
"795","WBGene00018580","F47G6.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F47G6.3 is enriched in the germ line, the hypodermis, and the male based on RNA-seq studies\; is affected by several genes including age-1, clk-1, and eat-2 based on microarray and RNA-seq studies\; is affected by nine chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"796","WBGene00018649","F49F1.9","Extracellular material","Extracellular material: galectin","Extracellular material: galectin","F49F1.9 is an ortholog of human LGALS2 (galectin 2), LGALS1, and LGALS14 (galectin 14)\; is predicted to have carbohydrate binding activity."
"797","WBGene00018650","F49F1.10","Extracellular material","Extracellular material: galectin","Extracellular material: galectin","F49F1.10 is an ortholog of human LGALS2 (galectin 2), LGALS1, and LGALS14 (galectin 14)\; is predicted to have carbohydrate binding activity."
"798","WBGene00018754","F53C3.11","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","F53C3.11 is an ortholog of human FUT9 (fucosyltransferase 9), FUT4, and FUT7 (fucosyltransferase 7)\; is predicted to have fucosyltransferase activity."
"799","WBGene00018759","F53E10.3","Pseudogene","Pseudogene","Pseudogene","F53E10.3 is enriched in the muscle cell based on microarray studies."
"800","WBGene00018808","F54D10.7","Unassigned","Unassigned","Unassigned","F54D10.7 exhibits identical protein binding activity."
"801","WBGene00018821","F54D12.8","Unassigned","Unassigned","Unassigned","F54D12.8 is affected by several genes including pgl-1, glh-1, and hpl-2 based on RNA-seq studies\; is affected by resveratrol and Cadmium based on microarray studies\; is predicted to encode a protein with the following domain: PAN-3 domain."
"802","WBGene00018851","F55A3.6","Unassigned","Unassigned","Unassigned","F55A3.6 is enriched in the coelomocyte, the germ line, and the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including glp-1, let-60, and clk-1 based on microarray, RNA-seq, and tiling array studies\; is affected by Alovudine and Sirolimus based on RNA-seq and microarray studies."
"803","WBGene00018875","F55D1.1","Unassigned","Unassigned","Unassigned","F55D1.1 is affected by several genes including sir-2.1, hpl-2, and cebp-1 based on tiling array, RNA-seq, and microarray studies\; is affected by resveratrol, Atrazine, and Cadmium based on microarray studies."
"804","WBGene00018911","F56A4.3","Stress response","Stress response: detoxification","Stress response: detoxification: GST","F56A4.3 is an ortholog of human GSTP1 (glutathione S-transferase pi 1)\; human GSTP1 exhibits several functions, including S-nitrosoglutathione binding activity, dinitrosyl-iron complex binding activity, and glutathione peroxidase activity."
"805","WBGene00018912","F56A4.4","Stress response","Stress response: detoxification","Stress response: detoxification: GST","F56A4.4 is an ortholog of human GSTP1 (glutathione S-transferase pi 1)\; human GSTP1 exhibits several functions, including S-nitrosoglutathione binding activity, dinitrosyl-iron complex binding activity, and glutathione peroxidase activity."
