"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"199","WBGene00019386","K04F1.7","Unassigned","Unassigned","Unassigned: receptor L domain","irld-42 is affected by several genes including clk-1, elt-2, and drh-3 based on microarray and RNA-seq studies\; is affected by Cadmium and allantoin based on microarray studies\; is predicted to encode a protein with the following domain: Receptor L-domain."
"200","WBGene00019438","K06B9.1","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-25A6 is an ortholog of human CYP3A7-CYP3A51P and TBXAS1 (thromboxane A synthase 1) and members of the human CYP3 (Cytochrome P450 family 3) gene family including CYP3A4, CYP3A43, and CYP3A7\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen\; human orthologs of this gene are implicated in essential hypertension and platelet-type bleeding disorder 14."
"201","WBGene00019489","K07E1.1","Metabolism","Metabolism: unassigned","Metabolism: unassigned","K07E1.1 is an ortholog of human ADI1\; is predicted to have acireductone dioxygenase [iron(II)-requiring] activity."
"202","WBGene00020262","T05E8.1","Pseudogene","Pseudogene","Pseudogene","ferl-1 is an ortholog of human FER1L6 (fer-1 like 6) and OTOF (otoferlin)\; is predicted to encode a protein with the following domains: Peroxin\/Ferlin domain, Ferlin A-domain, Ferlin B-domain, and Ferlin  family."
"203","WBGene00020472","T13B5.5","Metabolism","Metabolism: lipid","Metabolism: lipid: lipase","lips-11 is predicted to have hydrolase activity."
"204","WBGene00020479","T13C2.3","Unassigned","Unassigned","Unassigned","T13C2.3 is enriched in GABAergic neurons, the male, and the muscle cell based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including stavudine, Zidovudine, and Chlorpyrifos based on RNA-seq and microarray studies."
"205","WBGene00020729","T23E1.2","Pseudogene","Pseudogene","Pseudogene","T23E1.2 is enriched in the germline precursor cell based on RNA-seq studies\; is affected by several genes including daf-16, sir-2.1, and pgl-1 based on RNA-seq and microarray studies\; is affected by four chemicals including Rotenone, Mianserin, and stavudine based on RNA-seq and microarray studies."
"206","WBGene00021072","W07B8.4","Proteolysis general","Proteolysis general: aspartate","Proteolysis general: aspartate: cathepsin","W07B8.4 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity."
"207","WBGene00021221","Y19D10A.6","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","Y19D10A.6 is predicted to have metalloendopeptidase activity and zinc ion binding activity."
"208","WBGene00021249","Y22D7AL.11","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","Y22D7AL.11 is an ortholog of human FKTN\; human orthologs of this gene are implicated in dilated cardiomyopathy 1X and muscular dystrophy (multiple)\; is predicted to encode a protein with the following domain: Fukutin-related."
"209","WBGene00021400","Y38C1AA.9","Unassigned","Unassigned","Unassigned","Y38C1AA.9 is enriched in GABAergic neurons, the NSM, the PLM, and the cephalic sheath cell based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-2, hsf-1, and clk-1 based on tiling array, microarray, and RNA-seq studies\; is affected by four chemicals including Rotenone, D-glucose, and Zidovudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: EGF-like domain."
"210","WBGene00021718","Y49F6B.6","Unassigned","Unassigned","Unassigned","Y49F6B.6 is enriched in the male based on RNA-seq studies\; is affected by several genes including sir-2.1, cyc-1, and emb-4 based on microarray and RNA-seq studies\; is affected by Alovudine, stavudine, and Atrazine based on RNA-seq and microarray studies."
"211","WBGene00021911","Y55B1BR.1","Unassigned","Unassigned","Unassigned","Y55B1BR.1 is affected by several genes including pgl-1, glh-1, and met-2 based on microarray and RNA-seq studies\; is affected by Tunicamycin based on microarray studies."
"212","WBGene00021977","Y58A7A.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y58A7A.3 is enriched in several tissues, including the epithelial system, the intestine, the nervous system, and the somatic gonad precursor based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by sixteen chemicals including Ethanol, 1-methylnicotinamide, and methylmercuric chloride based on RNA-seq and microarray studies."
"213","WBGene00022711","ZK355.1","Unassigned","Unassigned","Unassigned: receptor L domain","irld-63 is affected by drh-3, sir-2.1, and let-60 based on RNA-seq and microarray studies\; is affected by fluoranthene based on microarray studies\; is predicted to encode a protein with the following domain: Receptor L-domain."
"214","WBGene00022744","ZK470.1","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: unassigned","ZK470.1 is an ortholog of human MPV17L2\; is predicted to encode a protein with the following domain: Mpv17\/PMP22."
"215","WBGene00023028","F36D4.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"216","WBGene00043049","F32H2.11","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F32H2.11 is enriched in the Z1.p, the Z4.a, the male distal tip cell, and the somatic gonad precursor based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on RNA-seq and microarray studies\; is affected by Ethanol and methylmercury hydroxide based on RNA-seq studies\; is predicted to encode a protein with the following domains: Protein of unknown function DUF273 and Nucleotide-diphospho-sugar transferases."
"217","WBGene00044113","C54F6.15","Unassigned","Unassigned","Unassigned","C54F6.15 is enriched in dopaminergic neurons and the germ line based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, clk-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by indole based on microarray studies."
"218","WBGene00044194","F47B8.14","Unassigned","Unassigned","Unassigned","F47B8.14 is affected by several genes including daf-2, daf-12, and pgl-1 based on tiling array and RNA-seq studies\; is affected by Colistin based on microarray studies."
"219","WBGene00044429","T07H3.7","Unassigned","Unassigned","Unassigned","T07H3.7 is enriched in the DA neuron, the NSM, the VA neuron, and the intestine based on tiling array studies\; is affected by rsr-2, clk-1, and dpy-21 based on tiling array, microarray, and RNA-seq studies."
"220","WBGene00044511","Y59H11AR.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-181 is predicted to have carbohydrate binding activity."
"221","WBGene00044512","W03F9.11","Unassigned","Unassigned","Unassigned","W03F9.11 is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by hydrogen sulfide based on microarray studies."
"222","WBGene00044564","ZK813.6","Proteolysis general","Proteolysis general: inhibitor","Proteolysis general: inhibitor: serine","ZK813.6 is an ortholog of human SPINK5 (serine peptidase inhibitor, Kazal type 5) and SPINK6 (serine peptidase inhibitor, Kazal type 6)\; human SPINK5 exhibits serine-type endopeptidase inhibitor activity."
"223","WBGene00045045","Y45F10B.17","Pseudogene","Pseudogene","Pseudogene","Y45F10B.17 is affected by clk-1 based on microarray studies."
"224","WBGene00045316","C49F5.9","Pseudogene","Pseudogene","Pseudogene","C49F5.9 is affected by several genes including daf-2, npr-1, and sma-2 based on RNA-seq and microarray studies\; is affected by five chemicals including Rotenone, Alovudine, and stavudine based on RNA-seq and microarray studies."
"225","WBGene00045459","Y59A8B.26","Unassigned","Unassigned","Unassigned","Y59A8B.26 is enriched in the muscle cell based on microarray studies\; is affected by dpy-21 based on RNA-seq studies\; is affected by adsorbable organic bromine compound, Sirolimus, and allantoin based on microarray studies."
"226","WBGene00045759",NA,NA,NA,NA,NA
"227","WBGene00045786",NA,NA,NA,NA,NA
"228","WBGene00077696","F58E6.12","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","marc-1 is predicted to have ubiquitin-protein transferase activity."
"229","WBGene00165135",NA,NA,NA,NA,NA
"230","WBGene00165279",NA,NA,NA,NA,NA
"231","WBGene00195050","T22D1.17","Unassigned","Unassigned","Unassigned","T22D1.17 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and elt-2 based on microarray, RNA-seq, and tiling array studies."
"232","WBGene00195291","T06F4.4","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","N.A."
"233","WBGene00206478","M6.11","Extracellular material","Extracellular material: galectin","Extracellular material: galectin","M6.11 is an ortholog of human LGALSL, GRIFIN, and LGALS3\; is predicted to have carbohydrate binding activity."
"234","WBGene00219447","C06H5.14","Unassigned","Unassigned","Unassigned","C06H5.14 is affected by daf-2 based on RNA-seq studies\; is affected by Mianserin and Zidovudine based on RNA-seq studies."
"235","WBGene00219635","Y116F11B.25","Non-coding RNA","Non-coding RNA: linc","Non-coding RNA: linc","N.A."
"236","WBGene00219652","C18G1.10","Non-coding RNA","Non-coding RNA: linc","Non-coding RNA: linc","N.A."
"237","WBGene00219810","C11H1.12","Non-coding RNA","Non-coding RNA: miRNA","Non-coding RNA: miRNA","N.A."
"238","WBGene00219862","C52G5.13","Non-coding RNA","Non-coding RNA: snoRNA","Non-coding RNA: snoRNA","N.A."
"239","WBGene00219863","C54G4.16","Non-coding RNA","Non-coding RNA: snoRNA","Non-coding RNA: snoRNA","N.A."
"240","WBGene00235118","K04A8.18","Unassigned","Unassigned","Unassigned","K04A8.18 is enriched in the nervous system based on RNA-seq studies\; is affected by adsorbable organic bromine compound and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domains: Saposin B type domain and Saposin-like."
"241","WBGene00235324","F10G2.10","Unassigned","Unassigned","Unassigned","F10G2.10 is affected by sir-2.1 based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF19."
"242","WBGene00269436","F13A2.14","Pseudogene","Pseudogene","Pseudogene","F13A2.14 is affected by nhr-25 based on microarray studies."
"243","WBGene00271444","T04C12.33","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","T04C12.33 is affected by Colistin based on microarray studies."
"244","WBGene00271651","F19B10.14","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","N.A."
"245","WBGene00271815","K04A8.21","Unassigned","Unassigned","Unassigned","K04A8.21 is affected by several genes including let-60, lin-35, and ash-2 based on microarray studies\; is affected by nine chemicals including Cry5B, Quercetin, and Humic Substances based on microarray studies\; is predicted to encode a protein with the following domains: Saposin B type domain and Saposin-like."
